CODIGO_BECA;AGNO_FALLO;TIPO_INSTRUMENTO;PALABRAS_CLAVE
73170333;2016;MAGISTER;"CIENCIAS AMBIENTALES ; IMPLANTACION DE SISTEMAS DE CONTROL DE CONTAMINANTES ; CIENCIAS AMBIENTALES ; CAMBIO CLIMATICO ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
73170343;2016;MAGISTER;"CIENCIAS DE LA NUTRICION  ; NECESIDADES ALIMENTARIAS ; CIENCIAS DE LA NUTRICION  ; VALOR NUTRITIVO"
73170370;2016;MAGISTER;"ANTROPOLOGIA  AREAS Y TEMATICAS ; URBANA ; SOCIOLOGIA EXPERIMENTAL ; METODOS DE INVESTIGACION SOCIAL ; OTRAS ESPECIALIDADES SOCIOLOGICAS ; SOCIOLOGIA DE LA JUVENTUD"
73170391;2016;MAGISTER;"TECNOLOGIA ENERGETICA  ; GENERACION DE ENERGIA ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA  ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; ORGANIZACION DE RECURSOS HUMANOS"
73170393;2016;MAGISTER;"TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA CIVIL ; TECNOLOGIA DE LA CONSTRUCCION  ; ORGANIZACION DE OBRAS ; INGENIERIA INDUSTRIAL ; PROJECT ENGINEERING"
73170427;2016;MAGISTER;"BASES DE DATOS ASTRONOMICOS ; CATALOGOS ; GALAXIAS ; PARAMETROS FUNDAMENTALES ; FUENTES(…) ; SUBMILIMETRICO  GALAXIA"
73170441;2016;MAGISTER;"AGRONOMIA  ; PRODUCCION DE CULTIVOS ; AGRONOMIA  ; GESTION DE LA PRODUCCION VEGETAL ; AGRONOMIA  ; PROPAGACION DE VEGETALES"
73170616;2016;MAGISTER;"ELECTRONICA  ; FOTOELECTRICIDAD  ; TECNOLOGIA ENERGETICA  ; GENERACION DE ENERGIA ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
73170699;2016;MAGISTER;"TECNOLOGIA E INGENIERIA MECANICAS ; TECNOLOGIA ENERGETICA  ; GENERACION DE ENERGIA ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
73170700;2016;MAGISTER;"CIENCIAS CLINICAS ; ONCOLOGIA  ; CIENCIAS CLINICAS ; GINECOLOGIA"
73170740;2016;MAGISTER;"CIENCIAS CLINICAS ; OTRAS"
73170744;2016;MAGISTER;"TEORIA Y METODOS EDUCATIVOS ; OTRAS (ESPECIFICAR) ; PREPARACION Y EMPLEO DE PROFESORES ; PREPARACION DE PROFESORES ; FORMACION DOCENTE ; DESARROLLO PROFESIONAL DOCENTE"
73170776;2016;MAGISTER;"SOCIOLOGIA GENERAL ; METODOLOGIA ; SOCIOLOGIA DEL TRABAJO ;  MUJER Y TRABAJO ; GRUPOS SOCIALES ; GENERO"
73170906;2016;MAGISTER;"ORGANIZACION INDUSTRIAL Y POLITICAS GUBERNAMENTALES ; INGENIERIA INDUSTRIAL ; MANAGMENT ; INGENIERIA INDUSTRIAL ; TECHNOLOGY MANAGMENT"
73170981;2016;MAGISTER;"CAMBIO Y DESARROLLO SOCIAL ; PAISES EN VIAS DE DESARROLLO ; CAMBIO Y DESARROLLO SOCIAL ; DESARROLLO SOCIO;ECONOMICO ; PROBLEMAS SOCIALES ; POBREZA Y PLANIFICACION URBANA"
73171000;2016;MAGISTER;"POLITICAS PUBLICAS ; POLITICA SOCIAL ; PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; PSICOLOGIA COMUNITARIA ; CAMBIO Y DESARROLLO SOCIAL ; POLITICA SOCIAL"
73171132;2016;MAGISTER;"POLITICAS PUBLICAS ; POLITICA ECONOMICA ; POLITICAS PUBLICAS ; POLITICA CIENTIFICA Y TECNOLOGICA ; ESTADO Y ADMINISTRACION PUBLICA ; ADMINISTRACION PUBLICA"
73171418;2016;MAGISTER;"TECNOLOGIA DE LA INFORMACION Y SISTEMAS ; INTERFACES DE INFORMACION Y REPRESENTACION (HCI) ; POLITICAS PUBLICAS ; POLITICAS CULTURALES ; DISEÑO INDUSTRIAL ; DISEÑO DE SERVICIOS Y EXPERIENCIAS"
73171499;2016;MAGISTER;"PSICOLOGIA EDUCACIONAL Y ESCOLAR ; PSICOPEDAGOGIA  ; CONVIVENCIA ESCOLAR ; PSICOLOGIA DE LA SALUD ; PROMOCION DE LA SALUD ; PSICOLOGIA DE LA SALUD ; CALIDAD DE VIDA"
73171526;2016;MAGISTER;"POLITICAS PUBLICAS ; POLITICA SOCIAL ; CAMBIO Y DESARROLLO SOCIAL ; POLITICA SOCIAL ; CAMBIO Y DESARROLLO SOCIAL ; DESARROLLO SOCIO;ECONOMICO"
73180057;2017;MAGISTER;"POLITICAS PUBLICAS ; POLITICA ECONOMICA ; POLITICAS PUBLICAS ; POLITICA SOCIAL ; POLITICAS PUBLICAS ; ESTADO DE BIENESTAR"
73180096;2017;MAGISTER;"LINGUISTICA APLICADA ; ADQUISICION DE SEGUNDAS Y TERCERAS LENGUAS ; LINGÜISTICA SINCRONICA ; PSICOLINGÜISTICA  ; PSICOLOGIA E/N/PF/PB/PBB ; PROCESOS MENTALES"
73180130;2017;MAGISTER;"INGENIERIA Y TECNOLOGIA QUIMICAS  ; PROCESOS QUIMICOS ; INGENIERIA Y TECNOLOGIA QUIMICAS  ; SEPARACION QUIMICA ; INGENIERIA Y TECNOLOGIA DEL MEDIO AMBIENTE ; TECNOLOGIA DE AGUAS RESIDUALES "
73180133;2017;MAGISTER;"GEOGRAFIA ECONOMICA ; ORDENAMIENTO TERRITORIAL_PLANIFICACION URBANA ; SOCIOLOGIA DE LOS ASENTAMIENTOS HUMANOS ; SOCIOLOGIA URBANA  ; SOCIOLOGIA DE LOS ASENTAMIENTOS HUMANOS ; ESPACIOS PUBLICOS"
73180332;2017;MAGISTER;"ORGANIZACION INDUSTRIAL Y POLITICAS GUBERNAMENTALES ; TEORIA ECONOMICA ; ESTUDIOS DE DESARROLLO ECONOMICO ; TEORIA ECONOMICA ; DESARROLLO ECONOMICO"
73180344;2017;MAGISTER;"NIVELES EDUCACIONALES ; TEORIA Y METODOS EDUCATIVOS ; OTRAS (ESPECIFICAR)"
73180418;2017;MAGISTER;"ARQUEOLOGIA ; ARQUEOLOGIA GENETICA Y MOLECULAR ; ARQUEOLOGIA ; ESTUDIOS OSTEOLOGICOS"
73180471;2017;MAGISTER;"CIENCIAS AMBIENTALES ; CIENCIAS MULTIDISCIPLINARIAS E INTERDISCIPLINARIAS ; TECNOLOGIA ENERGETICA  ; DISTRIBUCION DE ENERGIA ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
73180502;2017;MAGISTER;"GEOQUIMICA ; DISTRIBUCION DE ELEMENTOS TRAZA ; GEOLOGIA ; YACIMIENTOS MINERALES ; GEOLOGIA ; PETROLOGIA IGNEA Y METAMORFICA"
73180518;2017;MAGISTER;"ARQUITECTURA Y URBANISMO  ; DISEÑO ARQUITECTONICO  ; ARQUITECTURA Y URBANISMO ; PLANIFICACION DEL TRANSPORTE ; ARQUITECTURA Y URBANISMO ; ALGORITMOS Y MODELAMIENTO"
73180744;2017;MAGISTER;"DERECHO INTERNACIONAL ; DERECHOS HUMANOS ; OTRAS ESPECIALIDADES JURIDICAS ; OTRAS ; RELACIONES INTERNACIONALES ; TRATADOS Y ACUERDOS INTERNACIONALES"
73180811;2017;MAGISTER;"LINGÜISTICA APLICADA ; ENSEÑANZA DE LENGUAS ; LINGUISTICA APLICADA ; ADQUISICION DE SEGUNDAS Y TERCERAS LENGUAS ; LINGUISTICA APLICADA ; OTRAS"
73180957;2017;MAGISTER;"ARQUITECTURA Y URBANISMO ; JARDINES Y PARQUES ; ARQUITECTURA Y URBANISMO ; PLANIFICACION URBANA ; ARQUITECTURA Y URBANISMO ; ARQUITECTURA Y DISEÑO AMBIENTAL"
73180998;2017;MAGISTER;"ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; EDUCACION ESPECIAL  MINUSVALIDOS Y DEFICIENTES MENTALES "
73181003;2017;MAGISTER;"DERECHO AMBIENTAL ; POLITICAS PUBLICAS ; POLITICA DEL MEDIO AMBIENTE ; POLITICAS PUBLICAS ; LEGISLACION  URBANA"
73181082;2017;MAGISTER;"INGENIERIA INDUSTRIAL ;  BUSINESS DATA PROCESSING ; INGENIERIA INDUSTRIAL ; INNOVATION MANAGMENT ; INGENIERIA INDUSTRIAL ; OPERACION RESEARCH"
73181102;2017;MAGISTER;DERECHO PENAL
73181206;2017;MAGISTER;"TECNOLOGIA E INGENIERIA MECANICAS ; TECNOLOGIA ENERGETICA  ; GENERACION DE ENERGIA ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
73181519;2017;MAGISTER;"CIENCIAS AMBIENTALES ; VALORIZACION DE RECURSOS NATURALES ; FAUNA SILVESTRE  ; ORDENACION Y CONSERVACION DE LA FAUNA SILVESTRE ; CIENCIA FORESTAL  ; CONSERVACION"
73181575;2017;MAGISTER;"LINGUISTICA APLICADA ; ADQUISICION DE SEGUNDAS Y TERCERAS LENGUAS ; TEORIA Y METODOS EDUCATIVOS ; METODOS PEDAGOGICOS "
73181594;2017;MAGISTER;"LINGÜISTICA SINCRONICA ; FONETICA ; LINGÜISTICA SINCRONICA ; FONOLOGIA  ; LINGÜISTICA SINCRONICA ; NEUROLINGÜISTICA"
73190057;2018;MAGISTER;"INVESTIGACION OPERATIVA ; LOGISTICA ; INGENIERIA INDUSTRIAL ; OPERACION RESEARCH ; ACTIVIDAD ECONOMICA ; PRODUCCION"
73190111;2018;MAGISTER;"GEOLOGIA ; GEOLOGIA AMBIENTAL ; GEOLOGIA ; YACIMIENTOS MINERALES ; CIENCIAS AMBIENTALES ; EVALUACION DE IMPACTO AMBIENTAL EIA"
73190115;2018;MAGISTER;"TECNOLOGIA E INGENIERIA MECANICAS ; TECNOLOGIA ENERGETICA  ; GENERACION DE ENERGIA ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
73190119;2018;MAGISTER;"RELACIONES INTERNACIONALES ; GUERRAS Y CONFLICTOS"
73190303;2018;MAGISTER;"PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ;  PSICOLOGIA DE LA VEJEZ ; PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ;  MUERTE ; PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ; SENECTUD"
73190336;2018;MAGISTER;"DISEÑO INDUSTRIAL ; PROCESOS PRODUCTIVOS Y MATERIALES ; DISEÑO INDUSTRIAL ; ARTESANIA ; DISEÑO INDUSTRIAL ; MODELOS Y METODOLOGIAS DE INNOVACION"
73190596;2018;MAGISTER;"ANTROPOLOGIA (FISICA)  ; ANTROPOMETRIA Y ANTROPOLOGIA FORENSE ; ANTROPOLOGIA (FISICA)  ; OSTEOLOGIA ; ANTROPOLOGIA (FISICA)  ; BIOLOGIA DE POBLACIONES "
73190733;2018;MAGISTER;"MEDICINA PREVENTIVA ; EPIDEMOLOGIA ; EPIDEMOLOGIA ; MEDICINA INTERNA ; CARDIOLOGIA "
73190736;2018;MAGISTER;"BIOLOGIA HUMANA  ; FISIOLOGIA HUMANA  ; FISIOLOGIA HUMANA  ; FISIOLOGIA FETAL ; CIENCIAS CLINICAS ; OBSTETRICIA"
73190845;2018;MAGISTER;"INGENIERIA DE SOFTWARE / SOFTWARE ; INGENIERIA DE SOFTWARE"
73190936;2018;MAGISTER;"ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; ORGANIZACION Y DIRECCION DE LAS INSTITUCIONES EDUCATIVAS ; FORMACION DOCENTE ; DESARROLLO PROFESIONAL DOCENTE ; ADMINISTRACION EDUCACIONAL ; CALIDAD DE LA EDUCACION"
73190968;2018;MAGISTER;"ETOLOGIA ; ANIMAL"
73191011;2018;MAGISTER;"ORGANIZACION Y DIRECCION DE EMPRESAS  ; PUBLICIDAD  ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; MARKETING (COMERCIALIZACION) ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; ESTUDIO DE MERCADOS"
73191048;2018;MAGISTER;"ANTROPOLOGIA  AREAS Y TEMATICAS ; GENERO ; SOCIOLOGIA DEL TRABAJO ;  MUJER Y TRABAJO ; GRUPOS SOCIALES ; GENERO"
73191180;2018;MAGISTER;"TECNOLOGIA DE LA CONSTRUCCION  ; DISEÑO ARQUITECTONICO "
73191208;2018;MAGISTER;"TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA CIVIL ; TECNOLOGIA DE LA CONSTRUCCION  ; VIVIENDAS ; TECNOLOGIA DE LA CONSTRUCCION  ; CONSTRUCCIONES PREFABRICADAS"
73191240;2018;MAGISTER;"PSICOLOGIA CLINICA, PSICOPATOLOGIA, SALUD MENTAL Y PSICOTERAPIA ; METODOLODIA DE LA INVESTIGACION EN PSICOLOGIA Y PSICOMETRIA ; ESTADISTICA  ; PSICOLOGIA Y POLITICAS PUBLICAS ; EVALUACION DE PROYECTOS"
73191301;2018;MAGISTER;"TEORIA ECONOMICA ; TEORIA MICROECONOMICA ; ECONOMIA GENERAL ; COMPORTAMIENTO DEL CONSUMIDOR "
73200010;2019;MAGISTER;"CIENCIAS AMBIENTALES ; EDUCACION AMBIENTAL ; CIENCIAS AMBIENTALES ; CIENCIAS MULTIDISCIPLINARIAS E INTERDISCIPLINARIAS"
73200061;2019;MAGISTER;"SOCIOLOGIA RURAL ; CIENCIAS AMBIENTALES ; CIENCIAS MULTIDISCIPLINARIAS E INTERDISCIPLINARIAS ; AGRONOMIA  ; GESTION DE LA PRODUCCION VEGETAL"
73200269;2019;MAGISTER;"ANTROPOLOGIA (FISICA)  ; ANTROPOMETRIA Y ANTROPOLOGIA FORENSE ; ANTROPOLOGIA (FISICA)  ; OSTEOLOGIA ; ANTROPOLOGIA (FISICA)  ; BIOLOGIA DE POBLACIONES "
73200432;2019;MAGISTER;"TEORIA ECONOMICA ; TEORIA MICROECONOMICA"
73200560;2019;MAGISTER;"INGENIERIA INDUSTRIAL ; MANAGMENT ; INGENIERIA INDUSTRIAL ; PROJECT ENGINEERING ; INGENIERIA INDUSTRIAL ; TECHNOLOGY MANAGMENT"
73200579;2019;MAGISTER;"BIOLOGIA HUMANA  ; HISTOLOGIA HUMANA ; TECNOLOGIA DE LA INSTRUMENTACION ; INSTRUMENTOS PARA ODONTOLOGIA "
73200591;2019;MAGISTER;"LINGÜISTICA APLICADA ; ENSEÑANZA DE LENGUAS"
73200624;2019;MAGISTER;"ARQUITECTURA Y URBANISMO  ; DISEÑO ARQUITECTONICO  ; ARQUITECTURA Y URBANISMO ; PATRIMONIO ARQUITECTONICO Y URBANO ; ARQUITECTURA Y URBANISMO ; ENSEÑANZA DE LA ARQUITECTURA"
73200700;2019;MAGISTER;"PLANIFICACION TERRITORIAL ; ARQUITECTURA Y URBANISMO ; DESARROLLO URBANO ; ARQUITECTURA Y URBANISMO ; PATRIMONIO URBANO"
73200709;2019;MAGISTER;"DERECHO ECONOMICO ; DERECHO ECONOMICO ; DERECHO CIVIL ; DERECHO DE LOS CONTRATOS ; OTRAS ESPECIALIDADES JURIDICAS ; OTRAS"
73200814;2019;MAGISTER;"ARQUITECTURA Y URBANISMO ; ARQUITECTURA Y DISEÑO AMBIENTAL ; ARQUITECTURA Y URBANISMO ; ENERGIA Y DISEÑO SUSTENTABLE ; ARQUITECTURA Y URBANISMO ; ARQUITECTURA SUSTENTABLE"
73200823;2019;MAGISTER;"FISIOLOGIA HUMANA  ; FISIOLOGIA DEL EJERCICIO ; DIDACTICAS DE DISCIPLINAS ; DIDACTICA DE LA EDUCACION FISICA ; POLITICAS PUBLICAS ; POLITICA EDUCATIVA"
73200906;2019;MAGISTER;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; INTERVENCION PSICOSOCIAL"
73200931;2019;MAGISTER;"CIENCIAS AMBIENTALES ; CONTROL Y TRATAMIENTO DE SUELOS CONTAMINADOS ; CIENCIAS AMBIENTALES ; GESTION DE RESIDUOS ; CIENCIAS AMBIENTALES ; CAMBIO CLIMATICO"
73200947;2019;MAGISTER;"PSICOLOGIA CLINICA, PSICOPATOLOGIA, SALUD MENTAL Y PSICOTERAPIA ; PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ; PSICOLOGIA DE LA INFANCIA Y LA ADOLESCENCIA ; PSICOLOGIA Y POLITICAS PUBLICAS ; POLITICA GUBERNAMENTAL "
22150167;2015;MAGISTER;"GEOGRAFIA SOCIAL ; GEOGRAFIA RURAL ; CONFLICTO SOCIAL Y ADAPTACION"
22150194;2015;MAGISTER;"CRITICA DE TEXTOS ; ANALISIS LITERARIO ; ESTILO Y ESTETICA LITERARIOS"
22150522;2015;MAGISTER;"PSICOLOGIA ESCOLAR ; PSICOMETRIA ; ANALISIS A ESCALA ; VALIDEZ DE TESTS"
22150877;2015;MAGISTER;"PSICOMETRIA ; ELABORACION DE TESTS ; FENOMENOS DE GRUPOS MINORITARIOS ; POLITICA GUBERNAMENTAL"
22151023;2015;MAGISTER;"MORFOLOGIA CELULAR ; CITOLOGIA"
22151186;2015;MAGISTER;"PSICOPATOLOGIA ; PSICOLOGIA EVOLUTIVA ; PSICOTERAPIA"
22151223;2015;MAGISTER;FERTILIDAD DEL SUELO
22151308;2015;MAGISTER;"PSICOLOGIA EVOLUTIVA ; VALIDEZ DE TESTS ; DESARROLLO DE LA PERSONALIDAD"
22151310;2015;MAGISTER;"PSICOLOGIA EVOLUTIVA ; VALIDEZ DE TESTS ; DESARROLLO DE LA PERSONALIDAD"
22151455;2015;MAGISTER;"CRITICA DE TEXTOS ; ANALISIS LITERARIO ; ESTILO Y ESTETICA LITERARIOS ; VOCABULARIO LITERARIO"
22151586;2015;MAGISTER;"TEORIAS EDUCATIVAS ; METODOS PEDAGOGICOS ; NIVELES Y TEMAS DE EDUCACION"
22151608;2015;MAGISTER;"PSICOLOGIA EVOLUTIVA ; PSICOLOGIA COMUNITARIA"
22151674;2015;MAGISTER;"INTERACCION DE GRUPOS ; FAMILIA, PARENTESCO ; TRIBUS ; POSICION SOCIAL DE LA MUJER"
22151920;2015;MAGISTER;"RAYOS GAMMA ; INTERACCION DE ONDAS ELECTROMAGNETICAS CON LA MATERIA ; RAYOS X ; DESINTEGRACION NUCLEAR ; RADIOISOTOPOS"
22152075;2015;MAGISTER;"HACES DE ELECTRONES ; DESINTEGRACION NUCLEAR ; RESONANCIA MAGNETICA NUCLEAR ; RADIOISOTOPOS ; FISICA NUCLEAR EXPERIMENTAL BAJAS ENERGIAS"
22152295;2015;MAGISTER;"TEORIA LINGÜISTICA ; COMUNICACION SIMBOLICA ; SIGNOS"
22152330;2015;MAGISTER;"ORGANIZACION INDUSTRIAL Y POLITICAS GUBERNAMENTALES ; OCEANOGRAFIA:ACUICULTURA MARINA ; ORDENACION Y CONSERVACION DE LA FAUNA SILVESTRE ; ORGANIZACION COMUNITARIA ; ORGANIZACION DE RECURSOS HUMANOS"
22160169;2016;MAGISTER;"BIOQUIMICA  ; QUIMICA CLINICA ; BIOQUIMICA  ; BIOLOGIA MOLECULAR "
22160245;2016;MAGISTER;"TEORIA Y METODOS EDUCATIVOS ; PEDAGOGIA EXPERIMENTAL ; NIVELES EDUCACIONALES ; EDUCACION BASICA ; NIVELES EDUCACIONALES ; EDUCACION MEDIA"
22161168;2016;MAGISTER;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; PSICOLOGIA COMUNITARIA ; PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; INTERVENCION PSICOSOCIAL ; PSICOLOGIA Y POLITICAS PUBLICAS ; POLITICA GUBERNAMENTAL "
22161280;2016;MAGISTER;"PSICOLOGIA EDUCACIONAL Y ESCOLAR ; PSICOPEDAGOGIA  ; CONVIVENCIA ESCOLAR ; METODOLODIA DE LA INVESTIGACION EN PSICOLOGIA Y PSICOMETRIA ; ADAPTACION Y VALIDACION DE INSTRUMENTOS"
22161847;2016;MAGISTER;"POLITICAS PUBLICAS ; PLANIFICACION POLITICA"
22161861;2016;MAGISTER;"PSICOLOGIA E/N/PF/PB/PBB ; ANALISIS EXPERIMENTAL DE LA CONDUCTA"
22161922;2016;MAGISTER;"FORMACION DOCENTE ; DESARROLLO PROFESIONAL DOCENTE"
22161963;2016;MAGISTER;"PSICOLOGIA JURIDICA Y FORENSE ; PSICOLOGIA FORENSE  ; PSICOLOGIA JURIDICA Y FORENSE ; DELINCUENCIA JUVENIL"
22162548;2016;MAGISTER;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; PSICOLOGIA COMUNITARIA ; PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; INTERVENCION PSICOSOCIAL ; PSICOLOGIA Y POLITICAS PUBLICAS ; POLITICA GUBERNAMENTAL "
22170137;2017;MAGISTER;"COMUNICACIONES SOCIALES ; SIGNOS ; COMUNICACIONES SOCIALES ; SIMBOLOS  ; CIENCIAS DE LA COMUNICACION ; EPISTEMOLOGIA Y METODOLOGIA DE LA COMUNICACION"
22170465;2017;MAGISTER;"CIENCIAS POLITICAS ; ESTADO Y ADMINISTRACION PUBLICA ; GOBIERNO ; ELECCIONES Y COMPORTAMIENTOS POLITICOS ; PARTIDOS POLITICOS"
22170603;2017;MAGISTER;"SALUD PUBLICA ; PREVENCION VIH ; POLITICAS PUBLICAS ; POLITICA SANITARIA ; PROBLEMAS SOCIALES ; BIENESTAR SOCIAL"
22170609;2017;MAGISTER;"TEORIA Y METODOS EDUCATIVOS ; PEDAGOGIA EXPERIMENTAL ; NIVELES EDUCACIONALES ; EDUCACION SUPERIOR"
22170804;2017;MAGISTER;FISICA TEORICA
22170918;2017;MAGISTER;"PSICOLOGIA CLINICA, PSICOPATOLOGIA, SALUD MENTAL Y PSICOTERAPIA ; PSICOTERAPIA INFANTO;JUVENIL ; PSICOTERAPIA ADULTOS"
22170990;2017;MAGISTER;"ORGANIZACION Y DIRECCION DE EMPRESAS  ; ORGANIZACION DE RECURSOS HUMANOS ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; INVESTIGACION OPERATIVA ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; NIVELES OPTIMOS DE PRODUCCION"
22171143;2017;MAGISTER;ETICA CLASICA
22171241;2017;MAGISTER;"ECONOMIA SECTORIAL ; AGRICULTURA, SILVICULTURA, PESCA  ; ECONOMIA SECTORIAL ; OTRAS ESPECIALIDADES ECONOMICAS"
22171643;2017;MAGISTER;"LITERATURA ;  LITERATURA HISPANOAMERICANA"
22171876;2017;MAGISTER;"CIENCIAS CLINICAS ; OTRAS ; CIRUGIA  ; ORTODONCIA;ESTOMATOLOGIA "
22172333;2017;MAGISTER;"CIENCIAS CLINICAS ; OTRAS ; MEDICINA FORENSE "
22172461;2017;MAGISTER;"MEDICINA PREVENTIVA ; CIENCIAS CLINICAS ; OTRAS ; MEDICINA DEL TRABAJO ; SALUD PROFESIONAL"
22180314;2018;MAGISTER;"QUIMICA INORGANICA  ; COMPUESTOS ORGANOMETALICOS "
22180527;2018;MAGISTER;"INGENIERIA AGRICOLA ; AGRONOMIA  ; EXPLOTACION DE LOS CULTIVOS ; TECNOLOGIA DE MATERIALES ; MATERIAL DE CONSTRUCCION "
22180554;2018;MAGISTER;"INGENIERIA INDUSTRIAL ; MANAGMENT ; INGENIERIA INDUSTRIAL ; OPERACION RESEARCH ; INGENIERIA INDUSTRIAL ; PROJECT ENGINEERING"
22180559;2018;MAGISTER;"ORGANIZACION Y DIRECCION DE EMPRESAS  ; ORGANIZACION DE RECURSOS HUMANOS ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; NIVELES OPTIMOS DE PRODUCCION ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; ORGANIZACION DE LA PRODUCCION "
22180646;2018;MAGISTER;"AGRONOMIA  ; GESTION DE LA PRODUCCION VEGETAL"
22181187;2018;MAGISTER;"GENERAL ; FILOSOFIA CONTEMPORANEA ; GENERAL ; HERMENEUTICA ; FILOSOFIA GENERAL ; METAFISICA, ONTOLOGIA"
22181262;2018;MAGISTER;"EPIDEMOLOGIA ; EPIDEMOLOGIA"
22181344;2018;MAGISTER;"PLANIFICACION TERRITORIAL ; ESTADO Y ADMINISTRACION PUBLICA ; DESCENTRALIZACION"
22181615;2018;MAGISTER;"SOCIOLOGIA ECONOMICA ; SOCIOLOGIA CULTURAL ; RELACIONES INTERETNICAS ; CAMBIO Y DESARROLLO SOCIAL ; DESARROLLO SOCIO;ECONOMICO"
22181763;2018;MAGISTER;"FISIOLOGIA HUMANA  ; NEUROFISIOLOGIA ; FISIOLOGIA HUMANA  ; FISIOLOGIA DEL MOVIMIENTO"
22182141;2018;MAGISTER;"TECNOLOGIA DE LOS ALIMENTOS  ; BIOQUIMICA Y MICROBIOLOGIA DE LOS PROCESOS FERMENTATIVOS"
22182175;2018;MAGISTER;"CIENCIAS CLINICAS ; OTRAS"
22182326;2018;MAGISTER;"TEORIA Y METODOS EDUCATIVOS ; EVALUACION"
22190219;2019;MAGISTER;"TECNOLOGIA DE LOS ALIMENTOS  ; HIGIENE DE LOS ALIMENTOS ; TECNOLOGIA INDUSTRIAL  ; PROCESOS INDUSTRIALES ; TECNOLOGIA INDUSTRIAL  ; INGENIERIA DE PROCESOS"
22190702;2019;MAGISTER;"INGENIERIA DE SOFTWARE / SOFTWARE ; INGENIERIA DE SOFTWARE ; INGENIERIA DE SOFTWARE / SOFTWARE ; REPRESENTACIONES DE ALMACENAMIENTO DE DATOS"
22190934;2019;MAGISTER;"TEORIA Y METODOS EDUCATIVOS ; EVALUACION DE ALUMNOS ; TEORIA Y METODOS EDUCATIVOS ; EVALUACION"
22191180;2019;MAGISTER;"TEORIA Y METODOS EDUCATIVOS ; EVALUACION DE ALUMNOS ; TEORIA Y METODOS EDUCATIVOS ; EVALUACION"
22191294;2019;MAGISTER;"TEORIA Y METODOS EDUCATIVOS ; PEDAGOGIA EXPERIMENTAL ; TEORIA Y METODOS EDUCATIVOS ; METODOS PEDAGOGICOS "
22191362;2019;MAGISTER;"EPIDEMOLOGIA ; EPIDEMOLOGIA"
22191503;2019;MAGISTER;"PRODUCCION ANIMAL ; AVICULTURA"
22191567;2019;MAGISTER;"ORGANIZACION Y DIRECCION DE EMPRESAS  ; ORGANIZACION DE RECURSOS HUMANOS ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; INVESTIGACION OPERATIVA ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; NIVELES OPTIMOS DE PRODUCCION"
22191582;2019;MAGISTER;"MATEMATICA ; MECANICA ESTADISTICA , ESTRUCTURA DE LA MATERIA ; MECANICA ; MECANICA ESTADISTICA "
22200126;2020;MAGISTER;"CIENCIAS CLINICAS ; OTRAS"
22200169;2020;MAGISTER;"SALUD PUBLICA ; PREVENCION VIH"
22200537;2020;MAGISTER;"POLITICA COMPARADA ; INSTITUCIONES POLITICAS ; POLITICA COMPARADA ; SISTEMAS POLITICOS ; POLITICA COMPARADA ; SISTEMAS PRESIDENCIALES"
22200630;2020;MAGISTER;"TECNOLOGIA INDUSTRIAL  ; PROCESOS INDUSTRIALES ; TECNOLOGIA INDUSTRIAL  ; ESPECIFICACIONES DE PROCESOS ; INGENIERIA INDUSTRIAL ; PROJECT ENGINEERING"
22200806;2020;MAGISTER;"CIENCIAS DEL SUELO (EDAFOLOGIA)  ; CONSERVACION DE SUELOS"
22200968;2020;MAGISTER;"FORMACION DOCENTE ; DESARROLLO PROFESIONAL DOCENTE"
